#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-06-16 00:00:00+00:00 2018-09-15 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
IWA,2017-06-16 21:47,-111.6555,33.3078,105.80,12.20,3.40,250.00,8.00,0.00,29.82,M,45.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KIWA 162147Z 25008G14KT 45SM SKC 41/M11 A2982
IWA,2017-06-16 22:47,-111.6555,33.3078,105.80,14.00,3.68,260.00,8.00,0.00,29.80,M,30.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KIWA 162247Z 26008KT 30SM SKC 41/M10 A2980
IWA,2017-06-16 23:47,-111.6555,33.3078,105.80,14.00,3.68,270.00,6.00,0.00,29.77,M,30.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KIWA 162347Z 27006KT 30SM SKC 41/M10 A2977
IWA,2017-06-17 00:47,-111.6555,33.3078,105.80,12.20,3.40,240.00,7.00,0.00,29.76,M,30.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KIWA 170047Z 24007KT 30SM SKC 41/M11 A2976
IWA,2017-06-17 01:47,-111.6555,33.3078,104.00,14.00,3.88,250.00,8.00,0.00,29.77,M,30.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,104.00,KIWA 170147Z 25008KT 30SM SKC 40/M10 A2977
IWA,2017-06-17 02:50,-111.6555,33.3078,98.60,19.40,5.76,0.00,0.00,0.00,29.77,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.60,KIWA 170250Z 00000KT 20SM SKC 37/M07 A2977
IWA,2017-06-17 03:52,-111.6555,33.3078,91.40,21.20,7.77,0.00,0.00,0.00,29.78,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.40,KIWA 170352Z 00000KT 20SM SKC 33/M06 A2978
IWA,2017-06-17 04:47,-111.6555,33.3078,89.60,24.80,9.56,210.00,5.00,0.00,29.79,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.60,KIWA 170447Z 21005KT 20SM SKC 32/M04 A2979
IWA,2017-06-17 05:50,-111.6555,33.3078,84.20,21.20,9.76,210.00,4.00,0.00,29.80,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.20,KIWA 170550Z 21004KT 20SM SKC 29/M06 A2980
IWA,2017-06-17 06:47,-111.6555,33.3078,86.00,23.00,9.94,360.00,3.00,0.00,29.81,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,86.00,KIWA 170647Z 36003KT 20SM SKC 30/M05 A2981
IWA,2017-06-17 07:15,-111.6555,33.3078,80.60,23.00,11.83,0.00,0.00,0.00,29.81,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.60,KIWA 170715Z AUTO 00000KT 10SM CLR 27/M05 A2981 RMK AO2
IWA,2017-06-17 07:35,-111.6555,33.3078,78.80,26.60,14.59,50.00,4.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KIWA 170735Z AUTO 05004KT 10SM CLR 26/M03 A2982 RMK AO2
IWA,2017-06-17 07:55,-111.6555,33.3078,78.80,21.20,11.64,80.00,5.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KIWA 170755Z AUTO 08005KT 10SM CLR 26/M06 A2982 RMK AO2
IWA,2017-06-17 08:15,-111.6555,33.3078,77.00,17.60,10.59,120.00,8.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KIWA 170815Z AUTO 12008KT 10SM CLR 25/M08 A2982 RMK AO2
IWA,2017-06-17 08:35,-111.6555,33.3078,77.00,32.00,19.30,140.00,8.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KIWA 170835Z AUTO 14008KT 10SM CLR 25/00 A2982 RMK AO2
IWA,2017-06-17 08:55,-111.6555,33.3078,77.00,28.40,16.67,130.00,8.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KIWA 170855Z AUTO 13008KT 10SM CLR 25/M02 A2982 RMK AO2
IWA,2017-06-17 09:15,-111.6555,33.3078,75.20,28.40,17.70,120.00,6.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KIWA 170915Z AUTO 12006KT 10SM CLR 24/M02 A2982 RMK AO2
IWA,2017-06-17 09:35,-111.6555,33.3078,75.20,23.00,14.15,110.00,7.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KIWA 170935Z AUTO 11007KT 10SM CLR 24/M05 A2982 RMK AO2
IWA,2017-06-17 09:55,-111.6555,33.3078,77.00,23.00,13.32,110.00,4.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KIWA 170955Z AUTO 11004KT 10SM CLR 25/M05 A2982 RMK AO2
IWA,2017-06-17 10:15,-111.6555,33.3078,75.20,24.80,15.25,100.00,6.00,0.00,29.83,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KIWA 171015Z AUTO 10006KT 10SM CLR 24/M04 A2983 RMK AO2
IWA,2017-06-17 10:35,-111.6555,33.3078,73.40,21.20,13.93,90.00,8.00,0.00,29.83,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KIWA 171035Z AUTO 09008KT 10SM CLR 23/M06 A2983 RMK AO2
IWA,2017-06-17 10:55,-111.6555,33.3078,73.40,21.20,13.93,110.00,8.00,0.00,29.83,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KIWA 171055Z AUTO 11008KT 10SM CLR 23/M06 A2983 RMK AO2
IWA,2017-06-17 11:15,-111.6555,33.3078,71.60,21.20,14.80,100.00,6.00,0.00,29.83,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KIWA 171115Z AUTO 10006KT 10SM CLR 22/M06 A2983 RMK AO2
IWA,2017-06-17 11:35,-111.6555,33.3078,71.60,21.20,14.80,110.00,7.00,0.00,29.84,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KIWA 171135Z AUTO 11007KT 10SM CLR 22/M06 A2984 RMK AO2
IWA,2017-06-17 11:47,-111.6555,33.3078,71.60,19.40,13.71,80.00,6.00,0.00,29.84,M,20.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,71.60,KIWA 171147Z 08006KT 20SM FEW250 22/M07 A2984
IWA,2017-06-17 13:55,-111.6555,33.3078,80.60,28.40,14.81,110.00,6.00,0.00,29.85,M,45.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.60,KIWA 171355Z 11006KT 45SM SKC 27/M02 A2985
IWA,2017-06-17 14:47,-111.6555,33.3078,84.20,33.80,16.39,120.00,8.00,0.00,29.87,M,45.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.20,KIWA 171447Z 12008KT 45SM SKC 29/01 A2987
IWA,2017-06-17 15:47,-111.6555,33.3078,87.80,30.20,12.64,130.00,6.00,0.00,29.87,M,45.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.80,KIWA 171547Z 13006KT 45SM SKC 31/M01 A2987
IWA,2017-06-17 16:47,-111.6555,33.3078,93.20,30.20,10.67,M,3.00,0.00,29.86,M,45.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.20,KIWA 171647Z VRB03KT 45SM SKC 34/M01 A2986
IWA,2017-06-17 17:47,-111.6555,33.3078,96.80,26.60,8.24,0.00,0.00,0.00,29.86,M,30.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,96.80,KIWA 171747Z 00000KT 30SM SKC 36/M03 A2986
IWA,2017-06-17 18:47,-111.6555,33.3078,98.60,26.60,7.80,280.00,4.00,0.00,29.85,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.60,KIWA 171847Z 28004KT 20SM SKC 37/M03 A2985
IWA,2017-06-17 19:47,-111.6555,33.3078,100.40,28.40,7.95,300.00,5.00,0.00,29.82,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.40,KIWA 171947Z 30005KT 20SM SKC 38/M02 A2982
IWA,2017-06-17 20:47,-111.6555,33.3078,102.20,26.60,7.00,280.00,12.00,0.00,29.79,M,45.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.20,KIWA 172047Z 28012KT 45SM SKC 39/M03 A2979
IWA,2017-06-17 21:47,-111.6555,33.3078,105.80,24.80,5.83,280.00,7.00,0.00,29.77,M,30.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KIWA 172147Z 28007KT 30SM SKC 41/M04 A2977
IWA,2017-06-17 22:47,-111.6555,33.3078,105.80,24.80,5.83,250.00,7.00,0.00,29.74,M,30.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KIWA 172247Z 25007KT 30SM SKC 41/M04 A2974
IWA,2017-06-17 23:47,-111.6555,33.3078,105.80,24.80,5.83,270.00,10.00,0.00,29.72,M,45.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KIWA 172347Z 27010KT 45SM SKC 41/M04 A2972
IWA,2017-06-18 00:50,-111.6555,33.3078,105.80,21.20,5.01,300.00,9.00,0.00,29.71,M,45.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KIWA 180050Z 30009KT 45SM SKC 41/M06 A2971
IWA,2017-06-18 01:47,-111.6555,33.3078,105.80,21.20,5.01,300.00,8.00,0.00,29.71,M,45.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KIWA 180147Z 30008KT 45SM SKC 41/M06 A2971
IWA,2017-06-18 02:47,-111.6555,33.3078,100.40,24.80,6.85,300.00,4.00,0.00,29.71,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.40,KIWA 180247Z 30004KT 20SM SKC 38/M04 A2971
IWA,2017-06-18 03:50,-111.6555,33.3078,95.00,39.20,14.44,270.00,4.00,0.00,29.73,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.00,KIWA 180350Z 27004KT 20SM SKC 35/04 A2973
IWA,2017-06-18 04:47,-111.6555,33.3078,91.40,26.60,9.74,0.00,0.00,0.00,29.74,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.40,KIWA 180447Z 00000KT 20SM SKC 33/M03 A2974
IWA,2017-06-18 05:50,-111.6555,33.3078,84.20,24.80,11.35,90.00,5.00,0.00,29.74,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.20,KIWA 180550Z 09005KT 20SM SKC 29/M04 A2974
IWA,2017-06-18 06:47,-111.6555,33.3078,82.40,19.40,9.58,80.00,5.00,0.00,29.74,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.40,KIWA 180647Z 08005KT 20SM SKC 28/M07 A2974
IWA,2017-06-18 07:15,-111.6555,33.3078,78.80,28.40,15.71,130.00,5.00,0.00,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KIWA 180715Z AUTO 13005KT 10SM CLR 26/M02 A2975 RMK AO2
IWA,2017-06-18 07:35,-111.6555,33.3078,77.00,32.00,19.30,150.00,6.00,0.00,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KIWA 180735Z AUTO 15006KT 10SM CLR 25/00 A2975 RMK AO2
IWA,2017-06-18 07:55,-111.6555,33.3078,78.80,32.00,18.18,130.00,4.00,0.00,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,KIWA 180755Z AUTO 13004KT 10SM CLR 26/00 A2975 RMK AO2
IWA,2017-06-18 08:15,-111.6555,33.3078,77.00,28.40,16.67,150.00,4.00,0.00,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KIWA 180815Z AUTO 15004KT 10SM CLR 25/M02 A2975 RMK AO2
IWA,2017-06-18 08:35,-111.6555,33.3078,77.00,26.60,15.48,130.00,5.00,0.00,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KIWA 180835Z AUTO 13005KT 10SM CLR 25/M03 A2975 RMK AO2
IWA,2017-06-18 08:55,-111.6555,33.3078,77.00,30.20,17.94,120.00,6.00,0.00,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KIWA 180855Z AUTO 12006KT 10SM CLR 25/M01 A2975 RMK AO2
IWA,2017-06-18 09:15,-111.6555,33.3078,75.20,28.40,17.70,110.00,6.00,0.00,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KIWA 180915Z AUTO 11006KT 10SM CLR 24/M02 A2976 RMK AO2
IWA,2017-06-18 09:35,-111.6555,33.3078,73.40,23.00,15.03,110.00,7.00,0.00,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KIWA 180935Z AUTO 11007KT 10SM CLR 23/M05 A2975 RMK AO2
IWA,2017-06-18 09:55,-111.6555,33.3078,75.20,24.80,15.25,120.00,5.00,0.00,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KIWA 180955Z AUTO 12005KT 10SM CLR 24/M04 A2976 RMK AO2
IWA,2017-06-18 10:15,-111.6555,33.3078,75.20,28.40,17.70,120.00,7.00,0.00,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,KIWA 181015Z AUTO 12007KT 10SM CLR 24/M02 A2976 RMK AO2
IWA,2017-06-18 10:35,-111.6555,33.3078,73.40,30.20,20.23,110.00,7.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KIWA 181035Z AUTO 11007KT 10SM CLR 23/M01 A2977 RMK AO2
IWA,2017-06-18 10:55,-111.6555,33.3078,73.40,30.20,20.23,110.00,7.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KIWA 181055Z AUTO 11007KT 10SM CLR 23/M01 A2977 RMK AO2
IWA,2017-06-18 11:15,-111.6555,33.3078,73.40,30.20,20.23,120.00,6.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KIWA 181115Z AUTO 12006KT 10SM CLR 23/M01 A2977 RMK AO2
IWA,2017-06-18 11:35,-111.6555,33.3078,73.40,30.20,20.23,120.00,7.00,0.00,29.78,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KIWA 181135Z AUTO 12007KT 10SM CLR 23/M01 A2978 RMK AO2
IWA,2017-06-18 11:47,-111.6555,33.3078,75.20,28.40,17.70,100.00,5.00,0.00,29.78,M,20.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,75.20,KIWA 181147Z 10005KT 20SM FEW200 24/M02 A2978
IWA,2017-06-18 12:47,-111.6555,33.3078,73.40,24.80,16.20,110.00,6.00,0.00,29.79,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KIWA 181247Z 11006KT 20SM SKC 23/M04 A2979
IWA,2017-06-18 13:47,-111.6555,33.3078,77.00,32.00,19.30,110.00,6.00,0.00,29.80,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KIWA 181347Z 11006KT 20SM SKC 25/00 A2980
IWA,2017-06-18 14:47,-111.6555,33.3078,82.40,39.20,21.51,130.00,5.00,0.00,29.81,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.40,KIWA 181447Z 13005KT 20SM SKC 28/04 A2981
IWA,2017-06-18 15:47,-111.6555,33.3078,89.60,35.60,14.83,0.00,0.00,0.00,29.81,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.60,KIWA 181547Z 00000KT 20SM SKC 32/02 A2981
IWA,2017-06-18 16:47,-111.6555,33.3078,95.00,35.60,12.53,0.00,0.00,0.00,29.81,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.00,KIWA 181647Z 00000KT 20SM SKC 35/02 A2981
IWA,2017-06-18 17:47,-111.6555,33.3078,96.80,35.60,11.86,180.00,3.00,0.00,29.79,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,96.80,KIWA 181747Z 18003KT 20SM SKC 36/02 A2979
IWA,2017-06-18 18:47,-111.6555,33.3078,100.40,35.60,10.63,250.00,4.00,0.00,29.78,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.40,KIWA 181847Z 25004KT 20SM SKC 38/02 A2978
IWA,2017-06-18 19:47,-111.6555,33.3078,102.20,33.80,9.37,300.00,5.00,0.00,29.76,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.20,KIWA 181947Z 30005KT 20SM SKC 39/01 A2976
IWA,2017-06-18 20:47,-111.6555,33.3078,105.80,32.00,7.84,330.00,10.00,0.00,29.73,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KIWA 182047Z 33010KT 20SM SKC 41/00 A2973
IWA,2017-06-18 21:47,-111.6555,33.3078,107.60,30.20,6.91,260.00,9.00,0.00,29.71,M,20.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.60,KIWA 182147Z 26009KT 20SM SKC 42/M01 A2971
IWA,2017-06-18 22:47,-111.6555,33.3078,109.40,30.20,6.56,270.00,8.00,0.00,29.68,M,45.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,109.40,KIWA 182247Z 27008KT 45SM SKC 43/M01 A2968
IWA,2017-06-18 23:50,-111.6555,33.3078,109.40,30.20,6.56,300.00,9.00,0.00,29.66,M,45.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,109.40,KIWA 182350Z 30009KT 45SM FEW250 43/M01 A2966
IWA,2017-06-19 00:55,-111.6555,33.3078,109.40,30.20,6.56,310.00,7.00,0.00,29.65,M,45.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,109.40,KIWA 190055Z 31007KT 45SM SKC 43/M01 A2965
