#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-06-16 00:00:00+00:00 2018-09-15 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
GEU,2017-06-17 19:47,-112.2951,33.5269,105.80,23.00,5.41,220.00,5.00,0.00,29.80,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KGEU 171947Z 22005KT 10SM SKC 41/M05 A2980
GEU,2017-06-17 20:47,-112.2951,33.5269,107.60,23.00,5.13,180.00,8.00,0.00,29.77,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.60,KGEU 172047Z 18008G15KT 10SM SKC 42/M05 A2977
GEU,2017-06-17 21:47,-112.2951,33.5269,109.40,23.00,4.87,160.00,10.00,0.00,29.74,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,109.40,KGEU 172147Z 16010G19KT 10SM SKC 43/M05 A2974
GEU,2017-06-17 22:47,-112.2951,33.5269,109.40,23.00,4.87,190.00,12.00,0.00,29.72,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,109.40,KGEU 172247Z 19012G17KT 10SM SKC 43/M05 A2972
GEU,2017-06-17 23:47,-112.2951,33.5269,109.40,24.80,5.25,190.00,9.00,0.00,29.70,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,109.40,KGEU 172347Z 19009KT 10SM SKC 43/M04 A2970
GEU,2017-06-18 00:47,-112.2951,33.5269,109.40,23.00,4.87,190.00,10.00,0.00,29.69,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,109.40,KGEU 180047Z 19010G16KT 10SM SKC 43/M05 A2969
GEU,2017-06-18 01:55,-112.2951,33.5269,107.60,23.00,5.13,190.00,8.00,0.00,29.69,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.60,KGEU 180155Z 19008KT 10SM SKC 42/M05 A2969 RMK LAST
GEU,2017-06-18 13:47,-112.2951,33.5269,82.40,33.80,17.38,0.00,0.00,0.00,29.78,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,82.40,KGEU 181347Z 00000KT 10SM FEW250 28/01 A2978 RMK FIRST
GEU,2017-06-18 15:47,-112.2951,33.5269,91.40,35.60,14.02,0.00,0.00,0.00,29.78,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,91.40,KGEU 181547Z 00000KT 10SM FEW250 33/02 A2978
GEU,2017-06-18 16:49,-112.2951,33.5269,95.00,35.60,12.53,0.00,0.00,0.00,29.78,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,95.00,KGEU 181649Z 00000KT 10SM FEW250 35/02 A2978
GEU,2017-06-18 17:47,-112.2951,33.5269,98.60,33.80,10.45,M,4.00,0.00,29.77,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,98.60,KGEU 181747Z VRB04KT 10SM FEW250 37/01 A2977
GEU,2017-06-18 18:47,-112.2951,33.5269,102.20,32.00,8.72,130.00,6.00,0.00,29.75,M,10.00,M,FEW,FEW,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,102.20,KGEU 181847Z 13006KT 10SM FEW150 FEW200 39/00 A2975
GEU,2017-06-18 19:47,-112.2951,33.5269,107.60,26.60,5.96,180.00,7.00,0.00,29.73,M,10.00,M,FEW,FEW,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,107.60,KGEU 181947Z 18007KT 10SM FEW150 FEW200 42/M03 A2973
GEU,2017-06-18 20:55,-112.2951,33.5269,109.40,28.40,6.09,210.00,8.00,0.00,29.70,M,10.00,M,FEW,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,109.40,KGEU 182055Z 21008KT 10SM FEW150 43/M02 A2970
GEU,2017-06-18 21:47,-112.2951,33.5269,111.20,26.60,5.37,170.00,10.00,0.00,29.67,M,10.00,18.00,FEW,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,111.20,KGEU 182147Z 17010G18KT 10SM FEW150 44/M03 A2967
GEU,2017-06-18 22:47,-112.2951,33.5269,114.80,28.40,5.21,190.00,11.00,0.00,29.65,M,10.00,16.00,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,114.80,KGEU 182247Z 19011G16KT 10SM FEW200 46/M02 A2965
GEU,2017-06-18 23:47,-112.2951,33.5269,114.80,28.40,5.21,190.00,12.00,0.00,29.63,M,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,114.80,KGEU 182347Z 19012KT 10SM FEW200 46/M02 A2963
GEU,2017-06-19 00:47,-112.2951,33.5269,114.80,26.60,4.84,190.00,14.00,0.00,29.61,M,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,114.80,KGEU 190047Z 19014KT 10SM FEW200 46/M03 A2961
GEU,2017-06-19 01:55,-112.2951,33.5269,111.20,26.60,5.37,190.00,12.00,0.00,29.62,M,10.00,16.00,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,111.20,KGEU 190155Z 19012G16KT 10SM FEW200 44/M03 A2962 RMK LAST
GEU,2017-06-19 12:47,-112.2951,33.5269,86.00,33.80,15.48,0.00,0.00,0.00,29.74,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,86.00,KGEU 191247Z 00000KT 10SM SCT200 30/01 A2974 RMK FIRST
GEU,2017-06-19 13:47,-112.2951,33.5269,87.80,35.60,15.70,0.00,0.00,0.00,29.76,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,87.80,KGEU 191347Z 00000KT 10SM SCT200 31/02 A2976
GEU,2017-06-19 14:47,-112.2951,33.5269,91.40,39.20,16.15,0.00,0.00,0.00,29.78,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,91.40,KGEU 191447Z 00000KT 10SM SCT200 33/04 A2978
GEU,2017-06-19 15:49,-112.2951,33.5269,95.00,39.20,14.44,0.00,0.00,0.00,29.80,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,95.00,KGEU 191549Z 00000KT 10SM SCT200 35/04 A2980
GEU,2017-06-19 16:47,-112.2951,33.5269,100.40,35.60,10.63,M,3.00,0.00,29.80,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,100.40,KGEU 191647Z VRB03KT 10SM SCT200 38/02 A2980
GEU,2017-06-19 17:48,-112.2951,33.5269,102.20,33.80,9.37,M,4.00,0.00,29.80,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,102.20,KGEU 191748Z VRB04KT 10SM SCT200 39/01 A2980
GEU,2017-06-19 18:47,-112.2951,33.5269,105.80,32.00,7.84,0.00,0.00,0.00,29.78,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,105.80,KGEU 191847Z 00000KT 10SM SCT200 41/00 A2978
GEU,2017-06-19 19:47,-112.2951,33.5269,109.40,30.20,6.56,0.00,0.00,0.00,29.75,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,109.40,KGEU 191947Z 00000KT 10SM SCT200 43/M01 A2975
GEU,2017-06-19 20:51,-112.2951,33.5269,113.00,28.40,5.49,0.00,0.00,0.00,29.73,M,10.00,M,FEW,SCT,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,113.00,KGEU 192051Z 00000KT 10SM FEW120 SCT200 45/M02 A2973
GEU,2017-06-19 21:47,-112.2951,33.5269,116.60,28.40,4.95,0.00,0.00,0.00,29.71,M,10.00,M,FEW,SCT,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,116.60,KGEU 192147Z 00000KT 10SM FEW120 SCT200 47/M02 A2971
GEU,2017-06-19 22:47,-112.2951,33.5269,118.40,30.20,5.07,200.00,8.00,0.00,29.68,M,10.00,M,FEW,SCT,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,118.40,KGEU 192247Z 20008KT 10SM FEW120 SCT200 48/M01 A2968
GEU,2017-06-19 23:47,-112.2951,33.5269,118.40,30.20,5.07,220.00,10.00,0.00,29.66,M,10.00,M,FEW,SCT,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,118.40,KGEU 192347Z 22010KT 10SM FEW120 SCT200 48/M01 A2966
GEU,2017-06-20 00:47,-112.2951,33.5269,116.60,30.20,5.33,190.00,11.00,0.00,29.65,M,10.00,M,FEW,SCT,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,116.60,KGEU 200047Z 19011KT 10SM FEW120 SCT200 47/M01 A2965
GEU,2017-06-20 01:47,-112.2951,33.5269,114.80,28.40,5.21,200.00,8.00,0.00,29.66,M,10.00,M,FEW,SCT,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,114.80,KGEU 200147Z 20008KT 10SM FEW120 SCT200 46/M02 A2966
GEU,2017-06-20 02:47,-112.2951,33.5269,111.20,33.80,7.19,200.00,6.00,0.00,29.66,M,10.00,M,FEW,SCT,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,111.20,KGEU 200247Z 20006KT 10SM FEW120 SCT200 44/01 A2966 RMK LAST
GEU,2017-06-20 12:47,-112.2951,33.5269,84.20,42.80,23.33,0.00,0.00,0.00,29.77,M,10.00,M,FEW,SCT,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,84.20,KGEU 201247Z 00000KT 10SM FEW150 SCT200 29/06 A2977 RMK FIRST
GEU,2017-06-20 13:47,-112.2951,33.5269,89.60,46.40,22.53,0.00,0.00,0.00,29.78,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,89.60,KGEU 201347Z 00000KT 10SM SCT200 32/08 A2978
GEU,2017-06-20 14:47,-112.2951,33.5269,96.80,42.80,15.71,0.00,0.00,0.00,29.79,M,10.00,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,96.80,KGEU 201447Z 00000KT 10SM SCT200 36/06 A2979
GEU,2017-06-20 15:47,-112.2951,33.5269,98.60,44.60,15.93,0.00,0.00,0.00,29.80,M,10.00,M,BKN,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,98.60,KGEU 201547Z 00000KT 10SM BKN200 37/07 A2980
GEU,2017-06-20 16:47,-112.2951,33.5269,104.00,42.80,12.64,0.00,0.00,0.00,29.80,M,10.00,M,FEW,BKN,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,104.00,KGEU 201647Z 00000KT 10SM FEW120 BKN200 40/06 A2980
GEU,2017-06-20 17:47,-112.2951,33.5269,105.80,42.80,11.98,0.00,0.00,0.00,29.80,M,10.00,M,FEW,BKN,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,105.80,KGEU 201747Z 00000KT 10SM FEW120 BKN200 41/06 A2980
GEU,2017-06-20 18:47,-112.2951,33.5269,111.20,32.00,6.69,100.00,7.00,0.00,29.78,M,10.00,M,SCT,BKN,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,111.20,KGEU 201847Z 10007KT 10SM SCT120 BKN200 44/00 A2978
GEU,2017-06-20 19:47,-112.2951,33.5269,113.00,37.40,7.88,M,5.00,0.00,29.76,M,10.00,M,FEW,SCT,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,113.00,KGEU 201947Z VRB05KT 10SM FEW120 SCT200 45/03 A2976
GEU,2017-06-20 20:47,-112.2951,33.5269,116.60,32.00,5.73,120.00,4.00,0.00,29.73,M,10.00,M,FEW,SCT,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,116.60,KGEU 202047Z 12004KT 10SM FEW120 SCT200 47/00 A2973
GEU,2017-06-20 21:47,-112.2951,33.5269,118.40,32.00,5.45,130.00,4.00,0.00,29.70,M,10.00,M,FEW,SCT,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,118.40,KGEU 202147Z 13004KT 10SM FEW120 SCT200 48/00 A2970
GEU,2017-06-20 22:47,-112.2951,33.5269,120.20,32.00,5.18,180.00,8.00,0.00,29.68,M,10.00,M,FEW,SCT,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,120.20,KGEU 202247Z 18008KT 10SM FEW120 SCT200 49/00 A2968
GEU,2017-06-20 23:47,-112.2951,33.5269,120.20,32.00,5.18,180.00,5.00,0.00,29.66,M,10.00,M,FEW,SCT,SCT,M,12000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,120.20,KGEU 202347Z 18005KT 10SM FEW120 SCT200 SCT250 49/00 A2966
GEU,2017-06-21 00:47,-112.2951,33.5269,118.40,30.20,5.07,200.00,5.00,0.00,29.65,M,10.00,M,FEW,SCT,SCT,M,12000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,118.40,KGEU 210047Z 20005KT 10SM FEW120 SCT200 SCT250 48/M01 A2965
GEU,2017-06-21 01:47,-112.2951,33.5269,118.40,30.20,5.07,M,4.00,0.00,29.64,M,10.00,M,FEW,SCT,SCT,M,12000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,118.40,KGEU 210147Z VRB04KT 10SM FEW120 SCT200 SCT250 48/M01 A2964
GEU,2017-06-21 02:47,-112.2951,33.5269,113.00,30.20,5.91,150.00,54.00,0.00,29.64,M,10.00,M,FEW,SCT,SCT,M,12000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,113.00,KGEU 210247Z 150054KT 10SM FEW120 SCT200 SCT250 45/M01 A2964 RMK LAST
GEU,2017-06-21 12:47,-112.2951,33.5269,87.80,37.40,16.86,0.00,0.00,0.00,29.70,M,10.00,M,FEW,SCT,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,87.80,KGEU 211247Z 00000KT 10SM FEW150 SCT200 31/03 A2970 RMK FIRST
GEU,2017-06-21 13:48,-112.2951,33.5269,91.40,39.20,16.15,0.00,0.00,0.00,29.72,M,10.00,M,FEW,SCT,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,91.40,KGEU 211348Z 00000KT 10SM FEW150 SCT200 33/04 A2972
GEU,2017-06-21 14:50,-112.2951,33.5269,96.80,35.60,11.86,0.00,0.00,0.00,29.74,M,10.00,M,FEW,SCT,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,96.80,KGEU 211450Z 00000KT 10SM FEW150 SCT200 36/02 A2974
GEU,2017-06-21 15:53,-112.2951,33.5269,98.60,48.20,18.25,180.00,6.00,0.00,29.74,M,10.00,M,FEW,SCT,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,98.60,KGEU 211553Z 18006KT 10SM FEW150 SCT200 37/09 A2974
GEU,2017-06-21 16:47,-112.2951,33.5269,102.20,50.00,17.51,190.00,7.00,0.00,29.74,M,10.00,M,FEW,SCT,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,102.20,KGEU 211647Z 19007KT 10SM FEW150 SCT200 39/10 A2974
GEU,2017-06-21 17:47,-112.2951,33.5269,105.80,46.40,13.75,190.00,7.00,0.00,29.73,M,10.00,M,FEW,SCT,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,105.80,KGEU 211747Z 19007KT 10SM FEW150 SCT200 41/08 A2973
GEU,2017-06-21 18:47,-112.2951,33.5269,107.60,44.60,12.18,190.00,5.00,0.00,29.72,M,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,107.60,KGEU 211847Z 19005KT 10SM FEW200 42/07 A2972
GEU,2017-06-21 19:47,-112.2951,33.5269,111.20,44.60,10.96,190.00,10.00,0.00,29.69,M,10.00,15.00,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,111.20,KGEU 211947Z 19010G15KT 10SM FEW200 44/07 A2969
GEU,2017-06-21 20:47,-112.2951,33.5269,114.80,39.20,8.03,200.00,10.00,0.00,29.66,M,10.00,15.00,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,114.80,KGEU 212047Z 20010G15KT 10SM FEW200 46/04 A2966
GEU,2017-06-21 21:50,-112.2951,33.5269,116.60,35.60,6.62,170.00,12.00,0.00,29.63,M,10.00,16.00,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,116.60,KGEU 212150Z 17012G16KT 10SM FEW200 47/02 A2963
GEU,2017-06-21 22:53,-112.2951,33.5269,116.60,35.60,6.62,200.00,15.00,0.00,29.60,M,10.00,20.00,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,116.60,KGEU 212253Z 20015G20KT 10SM FEW200 47/02 A2960
GEU,2017-06-21 23:47,-112.2951,33.5269,118.40,32.00,5.45,190.00,14.00,0.00,29.58,M,10.00,19.00,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,118.40,KGEU 212347Z 19014G19KT 10SM FEW200 48/00 A2958
GEU,2017-06-22 00:47,-112.2951,33.5269,116.60,32.00,5.73,190.00,12.00,0.00,29.57,M,10.00,17.00,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,116.60,KGEU 220047Z 19012G17KT 10SM FEW200 47/00 A2957
GEU,2017-06-22 01:47,-112.2951,33.5269,114.80,32.00,6.03,190.00,12.00,0.00,29.57,M,10.00,18.00,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,114.80,KGEU 220147Z 19012G18KT 10SM FEW200 46/00 A2957
GEU,2017-06-22 02:47,-112.2951,33.5269,111.20,35.60,7.73,200.00,12.00,0.00,29.58,M,10.00,15.00,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,111.20,KGEU 220247Z 20012G15KT 10SM FEW200 44/02 A2958 RMK LAST
GEU,2017-06-22 12:47,-112.2951,33.5269,91.40,51.80,26.05,200.00,5.00,0.00,29.56,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,91.40,KGEU 221247Z 20005KT 10SM FEW250 33/11 A2956 RMK FIRST
GEU,2017-06-22 13:47,-112.2951,33.5269,93.20,51.80,24.63,210.00,5.00,0.00,29.74,M,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,93.20,KGEU 221347Z 21005KT 10SM FEW250 34/11 A2974
GEU,2017-06-22 14:47,-112.2951,33.5269,96.80,51.80,22.04,200.00,9.00,0.00,29.76,M,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,96.80,KGEU 221447Z 20009KT 10SM FEW200 36/11 A2976
GEU,2017-06-22 15:47,-112.2951,33.5269,98.60,51.80,20.87,180.00,8.00,0.00,29.78,M,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,98.60,KGEU 221547Z 18008KT 10SM FEW200 37/11 A2978
GEU,2017-06-22 16:47,-112.2951,33.5269,98.60,53.60,22.29,180.00,10.00,0.00,29.78,M,10.00,M,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,98.60,KGEU 221647Z 18010KT 10SM FEW200 37/12 A2978
GEU,2017-06-22 17:47,-112.2951,33.5269,102.20,53.60,20.00,200.00,10.00,0.00,29.77,M,10.00,15.00,FEW,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,102.20,KGEU 221747Z 20010G15KT 10SM FEW200 39/12 A2977
GEU,2017-06-22 18:47,-112.2951,33.5269,104.00,51.80,17.74,170.00,8.00,0.00,29.76,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,104.00,KGEU 221847Z 17008G15KT 10SM SKC 40/11 A2976
GEU,2017-06-22 19:55,-112.2951,33.5269,107.60,50.00,14.92,180.00,8.00,0.00,29.74,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.60,KGEU 221955Z 18008G16KT 10SM SKC 42/10 A2974
GEU,2017-06-22 20:47,-112.2951,33.5269,109.40,51.80,15.13,180.00,11.00,0.00,29.72,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,109.40,KGEU 222047Z 18011G18KT 10SM SKC 43/11 A2972
GEU,2017-06-22 21:47,-112.2951,33.5269,111.20,46.40,11.74,220.00,14.00,0.00,29.70,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,111.20,KGEU 222147Z 22014G19KT 10SM SKC 44/08 A2970
