#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-06-16 00:00:00+00:00 2018-09-15 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
CHD,2017-06-17 12:47,-111.8100,33.2700,71.60,35.60,26.71,0.00,0.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,KCHD 171247Z 00000KT 10SM CLR 22/02 A2982
CHD,2017-06-17 13:47,-111.8100,33.2700,77.00,37.40,23.93,0.00,0.00,0.00,29.84,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KCHD 171347Z 00000KT 10SM CLR 25/03 A2984
CHD,2017-06-17 14:47,-111.8100,33.2700,82.40,41.00,23.07,0.00,0.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.40,KCHD 171447Z 00000KT 10SM CLR 28/05 A2985
CHD,2017-06-17 15:47,-111.8100,33.2700,87.80,32.00,13.59,0.00,0.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.80,KCHD 171547Z 00000KT 10SM CLR 31/00 A2985
CHD,2017-06-17 16:47,-111.8100,33.2700,93.20,28.40,9.91,0.00,0.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.20,KCHD 171647Z 00000KT 10SM CLR 34/M02 A2985
CHD,2017-06-17 17:47,-111.8100,33.2700,96.80,28.40,8.87,0.00,0.00,0.00,29.84,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,96.80,KCHD 171747Z 00000KT 10SM CLR 36/M02 A2984
CHD,2017-06-17 18:47,-111.8100,33.2700,100.40,23.00,6.36,M,4.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.40,KCHD 171847Z VRB04KT 10SM CLR 38/M05 A2982
CHD,2017-06-17 19:47,-111.8100,33.2700,100.40,23.00,6.36,230.00,6.00,0.00,29.80,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.40,KCHD 171947Z 23006KT 10SM CLR 38/M05 A2980
CHD,2017-06-17 20:47,-111.8100,33.2700,104.00,23.00,5.71,M,4.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,104.00,KCHD 172047Z VRB04KT 10SM CLR 40/M05 A2977
CHD,2017-06-17 21:47,-111.8100,33.2700,105.80,19.40,4.64,230.00,6.00,0.00,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KCHD 172147Z 23006KT 10SM CLR 41/M07 A2974
CHD,2017-06-17 23:47,-111.8100,33.2700,107.60,17.60,4.08,270.00,8.00,0.00,29.70,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.60,KCHD 172347Z 27008KT 10SM CLR 42/M08 A2970
CHD,2017-06-18 00:47,-111.8100,33.2700,107.60,14.00,3.49,240.00,10.00,0.00,29.68,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.60,KCHD 180047Z 24010KT 10SM CLR 42/M10 A2968
CHD,2017-06-18 01:47,-111.8100,33.2700,105.80,17.60,4.30,260.00,7.00,0.00,29.69,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KCHD 180147Z 26007KT 10SM CLR 41/M08 A2969
CHD,2017-06-18 02:47,-111.8100,33.2700,100.40,17.60,5.05,260.00,8.00,0.00,29.69,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.40,KCHD 180247Z 26008KT 10SM CLR 38/M08 A2969
CHD,2017-06-18 04:00,-111.8100,33.2700,95.00,26.60,8.71,220.00,6.00,0.00,29.70,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.00,KCHD 180400Z 22006KT 10SM CLR 35/M03 A2970
CHD,2017-06-18 12:47,-111.8100,33.2700,73.40,39.20,28.96,0.00,0.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KCHD 181247Z 00000KT 10SM CLR 23/04 A2977
CHD,2017-06-18 13:47,-111.8100,33.2700,77.00,39.20,25.67,0.00,0.00,0.00,29.78,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,KCHD 181347Z 00000KT 10SM CLR 25/04 A2978
CHD,2017-06-18 14:47,-111.8100,33.2700,84.20,39.20,20.29,0.00,0.00,0.00,29.79,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.20,KCHD 181447Z 00000KT 10SM CLR 29/04 A2979
CHD,2017-06-18 15:47,-111.8100,33.2700,89.60,39.20,17.09,210.00,5.00,0.00,29.79,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.60,KCHD 181547Z 21005KT 10SM CLR 32/04 A2979
CHD,2017-06-18 16:47,-111.8100,33.2700,95.00,33.80,11.67,180.00,4.00,0.00,29.78,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.00,KCHD 181647Z 18004KT 10SM CLR 35/01 A2978
CHD,2017-06-18 17:47,-111.8100,33.2700,98.60,32.00,9.72,180.00,5.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.60,KCHD 181747Z 18005KT 10SM CLR 37/00 A2977
CHD,2017-06-18 18:47,-111.8100,33.2700,102.20,30.20,8.11,240.00,5.00,0.00,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.20,KCHD 181847Z 24005KT 10SM CLR 39/M01 A2975
CHD,2017-06-18 19:47,-111.8100,33.2700,104.00,30.20,7.68,240.00,6.00,0.00,29.73,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,104.00,KCHD 181947Z 24006KT 10SM CLR 40/M01 A2973
CHD,2017-06-18 20:47,-111.8100,33.2700,105.80,28.40,6.77,290.00,8.00,0.00,29.70,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KCHD 182047Z 29008KT 10SM CLR 41/M02 A2970
CHD,2017-06-18 21:47,-111.8100,33.2700,107.60,26.60,5.96,240.00,6.00,0.00,29.68,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.60,KCHD 182147Z 24006KT 10SM CLR 42/M03 A2968
CHD,2017-06-18 22:47,-111.8100,33.2700,111.20,26.60,5.37,240.00,5.00,0.00,29.66,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,111.20,KCHD 182247Z 24005KT 10SM CLR 44/M03 A2966
CHD,2017-06-18 23:47,-111.8100,33.2700,111.20,24.80,4.98,240.00,8.00,0.00,29.64,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,111.20,KCHD 182347Z 24008KT 10SM CLR 44/M04 A2964
CHD,2017-06-19 00:47,-111.8100,33.2700,111.20,26.60,5.37,240.00,7.00,0.00,29.63,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,111.20,KCHD 190047Z 24007KT 10SM CLR 44/M03 A2963
CHD,2017-06-19 01:47,-111.8100,33.2700,109.40,28.40,6.09,240.00,6.00,0.00,29.64,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,109.40,KCHD 190147Z 24006KT 10SM CLR 43/M02 A2964
CHD,2017-06-19 02:47,-111.8100,33.2700,104.00,30.20,7.68,210.00,4.00,0.00,29.64,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,104.00,KCHD 190247Z 21004KT 10SM CLR 40/M01 A2964
CHD,2017-06-19 12:47,-111.8100,33.2700,80.60,39.20,22.81,0.00,0.00,0.00,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.60,KCHD 191247Z 00000KT 10SM CLR 27/04 A2974
CHD,2017-06-19 13:47,-111.8100,33.2700,84.20,39.20,20.29,0.00,0.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.20,KCHD 191347Z 00000KT 10SM CLR 29/04 A2977
CHD,2017-06-19 14:47,-111.8100,33.2700,89.60,37.40,15.92,0.00,0.00,0.00,29.78,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.60,KCHD 191447Z 00000KT 10SM CLR 32/03 A2978
CHD,2017-06-19 15:47,-111.8100,33.2700,91.40,46.40,21.29,40.00,4.00,0.00,29.80,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.40,KCHD 191547Z 04004KT 10SM CLR 33/08 A2980
CHD,2017-06-19 16:47,-111.8100,33.2700,98.60,39.20,12.94,M,4.00,0.00,29.80,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.60,KCHD 191647Z VRB04KT 10SM CLR 37/04 A2980
CHD,2017-06-19 17:47,-111.8100,33.2700,102.20,32.00,8.72,M,4.00,0.00,29.80,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.20,KCHD 191747Z VRB04KT 10SM CLR 39/00 A2980
CHD,2017-06-19 18:47,-111.8100,33.2700,105.80,32.00,7.84,240.00,8.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,105.80,KCHD 191847Z 24008KT 10SM CLR 41/00 A2977
CHD,2017-06-19 19:47,-111.8100,33.2700,109.40,32.00,7.05,240.00,7.00,0.00,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,109.40,KCHD 191947Z 24007KT 10SM CLR 43/00 A2974
CHD,2017-06-19 20:47,-111.8100,33.2700,111.20,32.00,6.69,250.00,7.00,0.00,29.73,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,111.20,KCHD 192047Z 25007KT 10SM CLR 44/00 A2973
CHD,2017-06-19 21:47,-111.8100,33.2700,113.00,32.00,6.35,230.00,8.00,0.00,29.70,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,113.00,KCHD 192147Z 23008KT 10SM CLR 45/00 A2970
CHD,2017-06-19 22:47,-111.8100,33.2700,114.80,32.00,6.03,310.00,8.00,0.00,29.67,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,114.80,KCHD 192247Z 31008KT 10SM CLR 46/00 A2967
CHD,2017-06-19 23:47,-111.8100,33.2700,114.80,30.20,5.61,230.00,12.00,0.00,29.65,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,114.80,KCHD 192347Z 23012KT 10SM CLR 46/M01 A2965
CHD,2017-06-20 00:47,-111.8100,33.2700,114.80,32.00,6.03,270.00,10.00,0.00,29.65,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,114.80,KCHD 200047Z 27010KT 10SM CLR 46/00 A2965
CHD,2017-06-20 01:47,-111.8100,33.2700,113.00,32.00,6.35,290.00,9.00,0.00,29.66,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,113.00,KCHD 200147Z 29009KT 10SM CLR 45/00 A2966
CHD,2017-06-20 02:47,-111.8100,33.2700,109.40,33.80,7.58,270.00,6.00,0.00,29.67,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,109.40,KCHD 200247Z 27006KT 10SM CLR 43/01 A2967
CHD,2017-06-20 03:47,-111.8100,33.2700,100.40,44.60,15.08,240.00,4.00,0.00,29.69,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.40,KCHD 200347Z 24004KT 10SM CLR 38/07 A2969 RMK LAST
CHD,2017-06-20 12:47,-111.8100,33.2700,80.60,48.20,32.18,360.00,4.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.60,KCHD 201247Z 36004KT 10SM CLR 27/09 A2977
CHD,2017-06-20 13:47,-111.8100,33.2700,84.20,48.20,28.63,M,4.00,0.00,29.78,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.20,KCHD 201347Z VRB04KT 10SM CLR 29/09 A2978
CHD,2017-06-20 14:47,-111.8100,33.2700,87.80,46.40,23.85,0.00,0.00,0.00,29.79,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.80,KCHD 201447Z 00000KT 10SM CLR 31/08 A2979
CHD,2017-06-20 15:47,-111.8100,33.2700,102.20,42.80,13.34,0.00,0.00,0.00,29.80,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.20,KCHD 201547Z 00000KT 10SM CLR 39/06 A2980
CHD,2017-06-20 16:47,-111.8100,33.2700,104.00,35.60,9.54,0.00,0.00,0.00,29.80,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,104.00,KCHD 201647Z 00000KT 10SM CLR 40/02 A2980
CHD,2017-06-20 17:47,-111.8100,33.2700,107.60,33.80,7.99,0.00,0.00,0.00,29.80,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.60,KCHD 201747Z 00000KT 10SM CLR 42/01 A2980
CHD,2017-06-20 18:47,-111.8100,33.2700,111.20,32.00,6.69,190.00,6.00,0.00,29.78,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,111.20,KCHD 201847Z 19006KT 10SM CLR 44/00 A2978
CHD,2017-06-20 19:47,-111.8100,33.2700,113.00,32.00,6.35,270.00,5.00,0.00,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,113.00,KCHD 201947Z 27005KT 10SM CLR 45/00 A2976
CHD,2017-06-20 20:47,-111.8100,33.2700,114.80,33.80,6.49,240.00,7.00,0.00,29.73,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,114.80,KCHD 202047Z 24007KT 10SM CLR 46/01 A2973
CHD,2017-06-20 21:47,-111.8100,33.2700,116.60,33.80,6.16,240.00,6.00,0.00,29.70,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,116.60,KCHD 202147Z 24006KT 10SM CLR 47/01 A2970
CHD,2017-06-20 22:47,-111.8100,33.2700,116.60,33.80,6.16,240.00,7.00,0.00,29.68,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,116.60,KCHD 202247Z 24007KT 10SM CLR 47/01 A2968
CHD,2017-06-20 23:47,-111.8100,33.2700,118.40,32.00,5.45,250.00,7.00,0.00,29.66,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,118.40,KCHD 202347Z 25007KT 10SM CLR 48/00 A2966
CHD,2017-06-21 00:47,-111.8100,33.2700,116.60,30.20,5.33,290.00,5.00,0.00,29.65,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,116.60,KCHD 210047Z 29005KT 10SM CLR 47/M01 A2965
CHD,2017-06-21 01:47,-111.8100,33.2700,114.80,33.80,6.49,300.00,7.00,0.00,29.64,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,114.80,KCHD 210147Z 30007KT 10SM CLR 46/01 A2964
CHD,2017-06-21 02:47,-111.8100,33.2700,107.60,44.60,12.18,270.00,4.00,0.00,29.64,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.60,KCHD 210247Z 27004KT 10SM CLR 42/07 A2964
CHD,2017-06-21 03:47,-111.8100,33.2700,102.20,50.00,17.51,0.00,0.00,0.00,29.66,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.20,KCHD 210347Z 00000KT 10SM CLR 39/10 A2966 RMK LAST
CHD,2017-06-21 12:47,-111.8100,33.2700,84.20,51.80,32.73,0.00,0.00,0.00,29.71,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.20,KCHD 211247Z 00000KT 10SM CLR 29/11 A2971
CHD,2017-06-21 13:47,-111.8100,33.2700,91.40,50.00,24.37,M,5.00,0.00,29.72,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.40,KCHD 211347Z VRB05KT 10SM CLR 33/10 A2972
CHD,2017-06-21 14:47,-111.8100,33.2700,93.20,50.00,23.04,0.00,0.00,0.00,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.20,KCHD 211447Z 00000KT 10SM CLR 34/10 A2974
CHD,2017-06-21 15:47,-111.8100,33.2700,98.60,46.40,17.05,M,4.00,0.00,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.60,KCHD 211547Z VRB04KT 10SM CLR 37/08 A2975
CHD,2017-06-21 16:47,-111.8100,33.2700,100.40,44.60,15.08,M,5.00,0.00,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.40,KCHD 211647Z VRB05KT 10SM CLR 38/07 A2974
CHD,2017-06-21 17:47,-111.8100,33.2700,104.00,44.60,13.54,M,5.00,0.00,29.73,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,104.00,KCHD 211747Z VRB05KT 10SM CLR 40/07 A2973
CHD,2017-06-21 18:47,-111.8100,33.2700,107.60,41.00,10.60,190.00,5.00,0.00,29.72,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.60,KCHD 211847Z 19005KT 10SM CLR 42/05 A2972
CHD,2017-06-21 19:47,-111.8100,33.2700,109.40,39.20,9.38,M,4.00,0.00,29.68,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,109.40,KCHD 211947Z VRB04KT 10SM CLR 43/04 A2968
CHD,2017-06-21 20:47,-111.8100,33.2700,113.00,39.20,8.45,250.00,6.00,0.00,29.66,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,113.00,KCHD 212047Z 25006KT 10SM CLR 45/04 A2966
CHD,2017-06-21 21:47,-111.8100,33.2700,114.80,41.00,8.61,290.00,8.00,0.00,29.63,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,114.80,KCHD 212147Z 29008KT 10SM CLR 46/05 A2963
CHD,2017-06-21 22:50,-111.8100,33.2700,116.60,37.40,7.11,M,5.00,0.00,29.60,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,116.60,KCHD 212250Z VRB05KT 10SM CLR 47/03 A2960
CHD,2017-06-21 23:47,-111.8100,33.2700,116.60,33.80,6.16,230.00,15.00,0.00,29.58,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,116.60,KCHD 212347Z 23015KT 10SM CLR 47/01 A2958
CHD,2017-06-22 00:47,-111.8100,33.2700,114.80,37.40,7.48,240.00,11.00,0.00,29.57,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,114.80,KCHD 220047Z 24011KT 10SM CLR 46/03 A2957
CHD,2017-06-22 01:47,-111.8100,33.2700,111.20,37.40,8.30,220.00,10.00,0.00,29.58,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,111.20,KCHD 220147Z 22010KT 10SM CLR 44/03 A2958
CHD,2017-06-22 02:47,-111.8100,33.2700,107.60,39.20,9.89,240.00,8.00,0.00,29.58,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.60,KCHD 220247Z 24008KT 10SM CLR 42/04 A2958
CHD,2017-06-22 03:47,-111.8100,33.2700,102.20,39.20,11.60,220.00,8.00,0.00,29.59,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.20,KCHD 220347Z 22008KT 10SM CLR 39/04 A2959 RMK LAST
CHD,2017-06-22 12:47,-111.8100,33.2700,84.20,50.00,30.62,0.00,0.00,0.00,29.72,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.20,KCHD 221247Z 00000KT 10SM CLR 29/10 A2972
CHD,2017-06-22 13:47,-111.8100,33.2700,87.80,53.60,31.17,M,4.00,0.00,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.80,KCHD 221347Z VRB04KT 10SM CLR 31/12 A2974
CHD,2017-06-22 14:47,-111.8100,33.2700,91.40,57.20,31.72,M,5.00,0.00,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.40,KCHD 221447Z VRB05KT 10SM CLR 33/14 A2976
CHD,2017-06-22 15:47,-111.8100,33.2700,95.00,51.80,23.30,M,5.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.00,KCHD 221547Z VRB05KT 10SM CLR 35/11 A2977
CHD,2017-06-22 16:47,-111.8100,33.2700,98.60,50.00,19.52,M,5.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.60,KCHD 221647Z VRB05KT 10SM CLR 37/10 A2977
CHD,2017-06-22 17:47,-111.8100,33.2700,100.40,50.00,18.48,M,5.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.40,KCHD 221747Z VRB05KT 10SM CLR 38/10 A2977
CHD,2017-06-22 18:47,-111.8100,33.2700,104.00,46.40,14.50,M,5.00,0.00,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,104.00,KCHD 221847Z VRB05KT 10SM CLR 40/08 A2976
